month,year,location,new_deaths,new_vaccinations,ratio
5,2020,Nepal,8.0,0.0,0.00000
5,2020,North Korea,0.0,0.0,0.00000
5,2020,Oman,38.0,0.0,0.00000
5,2020,Pakistan,1126.0,0.0,0.00000
5,2020,Palestine,1.0,0.0,0.00000
5,2020,Philippines,389.0,0.0,0.00000
5,2020,Qatar,28.0,0.0,0.00000
5,2020,Saudi Arabia,341.0,0.0,0.00000
5,2020,Singapore,8.0,0.0,0.00000
5,2020,South Korea,23.0,0.0,0.00000
5,2020,Sri Lanka,3.0,0.0,0.00000
5,2020,Syria,2.0,0.0,0.00000
5,2020,Taiwan,1.0,0.0,0.00000
5,2020,Tajikistan,47.0,0.0,0.00000
5,2020,Thailand,3.0,0.0,0.00000
5,2020,Timor,0.0,0.0,0.00000
5,2020,Turkey,1366.0,0.0,0.00000
5,2020,United Arab Emirates,159.0,0.0,0.00000
5,2020,Uzbekistan,6.0,0.0,0.00000
5,2020,Vietnam,0.0,0.0,0.00000
5,2020,Yemen,78.0,0.0,0.00000
5,2021,Afghanistan,319.0,2859.0,0.11158
5,2021,Armenia,330.0,0.0,0.00000
5,2021,Azerbaijan,396.0,705985.0,0.00056
5,2021,Bahrain,334.0,497558.0,0.00067
5,2021,Bangladesh,1169.0,823451.0,0.00142
5,2021,Bhutan,0.0,1709.0,0.00000
5,2021,Brunei,0.0,23785.0,0.00000
5,2021,Cambodia,121.0,2328774.0,0.00005
5,2021,China,0.0,396404000.0,0.00000
5,2021,Georgia,663.0,75160.0,0.00882
5,2021,Hong Kong,1.0,986710.0,0.00000
5,2021,India,120042.0,55496176.0,0.00216
5,2021,Indonesia,5057.0,7029762.0,0.00072
5,2021,Iran,8398.0,0.0,0.00000
5,2021,Iraq,910.0,0.0,0.00000
5,2021,Israel,49.0,144467.0,0.00034
5,2021,Japan,2816.0,12559122.0,0.00022
5,2021,Jordan,626.0,154235.0,0.00406
5,2021,Kazakhstan,760.0,841314.0,0.00090
5,2021,Kuwait,209.0,0.0,0.00000
5,2021,Kyrgyzstan,204.0,0.0,0.00000
5,2021,Laos,3.0,124622.0,0.00002
5,2021,Lebanon,451.0,241346.0,0.00187
5,2021,Macao,0.0,62720.0,0.00000
5,2021,Malaysia,1290.0,1578687.0,0.00082
5,2021,Maldives,87.0,74959.0,0.00116
5,2021,Mongolia,135.0,1899758.0,0.00007
5,2021,Myanmar,8.0,0.0,0.00000
5,2021,Nepal,4107.0,205885.0,0.01995
5,2021,North Korea,0.0,0.0,0.00000
5,2021,Northern Cyprus,0.0,1988.0,0.00000
5,2021,Oman,335.0,0.0,0.00000
5,2021,Pakistan,2893.0,562254.0,0.00515
5,2021,Palestine,248.0,27180.0,0.00912
5,2021,Philippines,3732.0,1676968.0,0.00223
5,2021,Qatar,98.0,929366.0,0.00011
5,2021,Saudi Arabia,405.0,4864301.0,0.00008
5,2021,Singapore,3.0,1283498.0,0.00000
5,2021,South Korea,132.0,4449351.0,0.00003
5,2021,Sri Lanka,763.0,825201.0,0.00092
5,2021,Syria,178.0,0.0,0.00000
5,2021,Taiwan,112.0,228489.0,0.00049
5,2021,Tajikistan,0.0,0.0,0.00000
5,2021,Thailand,828.0,2048205.0,0.00040
5,2021,Timor,13.0,0.0,0.00000
5,2021,Turkey,7396.0,6354652.0,0.00116
5,2021,Turkmenistan,0.0,0.0,0.00000
5,2021,United Arab Emirates,93.0,1765349.0,0.00005
5,2021,Uzbekistan,41.0,0.0,0.00000
5,2021,Vietnam,12.0,37208.0,0.00032
5,2021,Yemen,95.0,0.0,0.00000
5,2022,Afghanistan,22.0,0.0,0.00000
5,2022,Armenia,3.0,0.0,0.00000
5,2022,Azerbaijan,4.0,25842.0,0.00015
5,2022,Bahrain,13.0,1136.0,0.01144
5,2022,Bangladesh,4.0,540962.0,0.00001
5,2022,Bhutan,0.0,0.0,0.00000
5,2022,Brunei,5.0,0.0,0.00000
5,2022,Cambodia,0.0,61376.0,0.00000
5,2022,China,206.0,36786000.0,0.00001
5,2022,Georgia,20.0,758.0,0.02639
5,2022,Hong Kong,70.0,1040106.0,0.00007
5,2022,India,793.0,45025096.0,0.00002
5,2022,Indonesia,334.0,0.0,0.00000
5,2022,Iran,232.0,544446.0,0.00043
5,2022,Iraq,8.0,0.0,0.00000
5,2022,Israel,159.0,20650.0,0.00770
5,2022,Japan,1052.0,7389211.0,0.00014
5,2022,Jordan,2.0,0.0,0.00000
5,2022,Kazakhstan,2.0,0.0,0.00000
5,2022,Kuwait,0.0,0.0,0.00000
5,2022,Kyrgyzstan,0.0,79897.0,0.00000
5,2022,Laos,12.0,11603.0,0.00103
5,2022,Lebanon,43.0,0.0,0.00000
5,2022,Macao,0.0,53755.0,0.00000
5,2022,Malaysia,129.0,680165.0,0.00019
5,2022,Maldives,1.0,0.0,0.00000
5,2022,Mongolia,5.0,0.0,0.00000
5,2022,Myanmar,0.0,0.0,0.00000
5,2022,Nepal,1.0,988819.0,0.00000
5,2022,North Korea,6.0,0.0,0.00000
5,2022,Northern Cyprus,0.0,0.0,0.00000
5,2022,Oman,2.0,0.0,0.00000
5,2022,Pakistan,10.0,2594413.0,0.00000
5,2022,Palestine,3.0,0.0,0.00000
5,2022,Philippines,120.0,0.0,0.00000
5,2022,Qatar,0.0,100921.0,0.00000
5,2022,Saudi Arabia,60.0,0.0,0.00000
5,2022,Singapore,54.0,184654.0,0.00029
5,2022,South Korea,1322.0,2218598.0,0.00060
5,2022,Sri Lanka,13.0,0.0,0.00000
5,2022,Syria,0.0,0.0,0.00000
5,2022,Taiwan,1390.0,2121628.0,0.00066
5,2022,Tajikistan,0.0,0.0,0.00000
5,2022,Thailand,1568.0,3814641.0,0.00041
5,2022,Timor,1.0,0.0,0.00000
5,2022,Turkey,194.0,222403.0,0.00087
5,2022,Turkmenistan,0.0,0.0,0.00000
5,2022,United Arab Emirates,3.0,8968.0,0.00033
5,2022,Uzbekistan,0.0,0.0,0.00000
5,2022,Vietnam,38.0,3216296.0,0.00001
5,2022,Yemen,0.0,0.0,0.00000
6,2020,Afghanistan,485.0,0.0,0.00000
6,2020,Armenia,312.0,0.0,0.00000
6,2020,Azerbaijan,150.0,0.0,0.00000
6,2020,Bahrain,68.0,0.0,0.00000
6,2020,Bangladesh,1197.0,0.0,0.00000
6,2020,Bhutan,0.0,0.0,0.00000
6,2020,Brunei,1.0,0.0,0.00000
6,2020,Cambodia,0.0,0.0,0.00000
6,2020,China,2.0,0.0,0.00000
6,2020,Georgia,3.0,0.0,0.00000
6,2020,Hong Kong,3.0,0.0,0.00000
6,2020,India,11992.0,0.0,0.00000
6,2020,Indonesia,1263.0,0.0,0.00000
6,2020,Iran,3020.0,0.0,0.00000
6,2020,Iraq,1738.0,0.0,0.00000
6,2020,Israel,40.0,0.0,0.00000
6,2020,Japan,76.0,0.0,0.00000
6,2020,Jordan,0.0,0.0,0.00000
6,2020,Kazakhstan,147.0,0.0,0.00000
6,2020,Kuwait,142.0,0.0,0.00000
6,2020,Kyrgyzstan,45.0,0.0,0.00000
6,2020,Laos,0.0,0.0,0.00000
6,2020,Lebanon,7.0,0.0,0.00000
6,2020,Macao,0.0,0.0,0.00000
6,2020,Malaysia,6.0,0.0,0.00000
6,2020,Maldives,4.0,0.0,0.00000
6,2020,Mongolia,0.0,0.0,0.00000
6,2020,Myanmar,0.0,0.0,0.00000
6,2020,Nepal,21.0,0.0,0.00000
6,2020,North Korea,0.0,0.0,0.00000
6,2020,Oman,127.0,0.0,0.00000
6,2020,Pakistan,2852.0,0.0,0.00000
6,2020,Palestine,5.0,0.0,0.00000
6,2020,Philippines,309.0,0.0,0.00000
6,2020,Qatar,75.0,0.0,0.00000
6,2020,Saudi Arabia,1146.0,0.0,0.00000
6,2020,Singapore,3.0,0.0,0.00000
6,2020,South Korea,11.0,0.0,0.00000
6,2020,Sri Lanka,1.0,0.0,0.00000
6,2020,Syria,4.0,0.0,0.00000
6,2020,Taiwan,0.0,0.0,0.00000
6,2020,Tajikistan,5.0,0.0,0.00000
6,2020,Thailand,1.0,0.0,0.00000
6,2020,Timor,0.0,0.0,0.00000
6,2020,Turkey,591.0,0.0,0.00000
6,2020,United Arab Emirates,51.0,0.0,0.00000
6,2020,Uzbekistan,11.0,0.0,0.00000
6,2020,Vietnam,0.0,0.0,0.00000
6,2020,Yemen,232.0,0.0,0.00000
6,2021,Afghanistan,1927.0,4015.0,0.47995
6,2021,Armenia,76.0,0.0,0.00000
6,2021,Azerbaijan,61.0,1184499.0,0.00005
6,2021,Bahrain,372.0,389568.0,0.00095
6,2021,Bangladesh,1884.0,42601.0,0.04422
6,2021,Bhutan,0.0,0.0,0.00000
6,2021,Brunei,0.0,8180.0,0.00000
6,2021,Cambodia,388.0,2638094.0,0.00015
6,2021,China,1.0,583207000.0,0.00000
6,2021,Georgia,543.0,103857.0,0.00523
6,2021,Hong Kong,1.0,1328881.0,0.00000
6,2021,India,60190.0,118708244.0,0.00051
6,2021,Indonesia,7913.0,15699134.0,0.00050
6,2021,Iran,4108.0,0.0,0.00000
6,2021,Iraq,811.0,0.0,0.00000
6,2021,Israel,20.0,193268.0,0.00010
6,2021,Japan,1725.0,36476315.0,0.00005
6,2021,Jordan,288.0,872452.0,0.00033
6,2021,Kazakhstan,438.0,2165736.0,0.00020
6,2021,Kuwait,197.0,0.0,0.00000
6,2021,Kyrgyzstan,192.0,0.0,0.00000
6,2021,Laos,0.0,429899.0,0.00000
6,2021,Lebanon,122.0,529885.0,0.00023
6,2021,Macao,0.0,167241.0,0.00000
6,2021,Malaysia,2374.0,5263977.0,0.00045
6,2021,Maldives,50.0,27189.0,0.00184
6,2021,Mongolia,243.0,434195.0,0.00056
6,2021,Myanmar,117.0,0.0,0.00000
6,2021,Nepal,1726.0,122972.0,0.01404
6,2021,North Korea,0.0,0.0,0.00000
6,2021,Northern Cyprus,0.0,0.0,0.00000
6,2021,Oman,755.0,0.0,0.00000
6,2021,Pakistan,1471.0,2481534.0,0.00059
6,2021,Palestine,66.0,205991.0,0.00032
6,2021,Philippines,3696.0,2849438.0,0.00130
6,2021,Qatar,34.0,599869.0,0.00006
6,2021,Saudi Arabia,457.0,3672578.0,0.00012
6,2021,Singapore,3.0,1472948.0,0.00000
6,2021,South Korea,58.0,11371210.0,0.00001
6,2021,Sri Lanka,1636.0,1400026.0,0.00117
6,2021,Syria,106.0,0.0,0.00000
6,2021,Taiwan,524.0,1270707.0,0.00041
6,2021,Tajikistan,0.0,0.0,0.00000
6,2021,Thailand,992.0,6054968.0,0.00016
6,2021,Timor,7.0,0.0,0.00000
6,2021,Turkey,2205.0,21436599.0,0.00010
6,2021,Turkmenistan,0.0,0.0,0.00000
6,2021,United Arab Emirates,131.0,2160296.0,0.00006
6,2021,Uzbekistan,46.0,0.0,0.00000
6,2021,Vietnam,34.0,2520356.0,0.00001
6,2021,Yemen,40.0,0.0,0.00000
6,2022,Afghanistan,18.0,0.0,0.00000
6,2022,Armenia,4.0,0.0,0.00000
6,2022,Azerbaijan,4.0,14800.0,0.00027
6,2022,Bahrain,4.0,6266.0,0.00064
6,2022,Bangladesh,18.0,1159562.0,0.00002
6,2022,Bhutan,0.0,0.0,0.00000
6,2022,Brunei,2.0,0.0,0.00000
6,2022,Cambodia,0.0,0.0,0.00000
6,2022,China,7.0,21308000.0,0.00000
6,2022,Georgia,14.0,0.0,0.00000
6,2022,Hong Kong,23.0,630828.0,0.00004
6,2022,India,503.0,41628480.0,0.00001
6,2022,Indonesia,146.0,0.0,0.00000
6,2022,Iran,74.0,0.0,0.00000
6,2022,Iraq,22.0,0.0,0.00000
6,2022,Israel,106.0,27539.0,0.00385
6,2022,Japan,658.0,3962545.0,0.00017
6,2022,Jordan,2.0,16423.0,0.00012
6,2022,Kazakhstan,3.0,0.0,0.00000
6,2022,Kuwait,0.0,0.0,0.00000
6,2022,Kyrgyzstan,0.0,49251.0,0.00000
6,2022,Laos,1.0,0.0,0.00000
6,2022,Lebanon,36.0,0.0,0.00000
6,2022,Macao,0.0,26432.0,0.00000
6,2022,Malaysia,89.0,299592.0,0.00030
6,2022,Maldives,6.0,0.0,0.00000
6,2022,Mongolia,3.0,0.0,0.00000
6,2022,Myanmar,0.0,0.0,0.00000
6,2022,Nepal,0.0,2286593.0,0.00000
6,2022,North Korea,0.0,0.0,0.00000
6,2022,Northern Cyprus,0.0,0.0,0.00000
6,2022,Oman,0.0,0.0,0.00000
6,2022,Pakistan,16.0,19350136.0,0.00000
6,2022,Palestine,0.0,0.0,0.00000
6,2022,Philippines,100.0,0.0,0.00000
6,2022,Qatar,2.0,27258.0,0.00007
6,2022,Saudi Arabia,60.0,0.0,0.00000
6,2022,Singapore,24.0,102657.0,0.00023
6,2022,South Korea,358.0,428434.0,0.00084
6,2022,Sri Lanka,4.0,0.0,0.00000
6,2022,Syria,0.0,72289.0,0.00000
6,2022,Taiwan,4396.0,2586096.0,0.00170
6,2022,Tajikistan,0.0,0.0,0.00000
6,2022,Thailand,629.0,1910402.0,0.00033
6,2022,Timor,2.0,0.0,0.00000
6,2022,Turkey,67.0,42999.0,0.00156
6,2022,Turkmenistan,0.0,0.0,0.00000
6,2022,United Arab Emirates,11.0,6152.0,0.00179
6,2022,Uzbekistan,0.0,0.0,0.00000
6,2022,Vietnam,8.0,6495169.0,0.00000
6,2022,Yemen,0.0,0.0,0.00000
7,2020,Afghanistan,536.0,0.0,0.00000
7,2020,Armenia,295.0,0.0,0.00000
7,2020,Azerbaijan,235.0,0.0,0.00000
7,2020,Bahrain,60.0,0.0,0.00000
7,2020,Bangladesh,1264.0,0.0,0.00000
7,2020,Bhutan,0.0,0.0,0.00000
7,2020,Brunei,0.0,0.0,0.00000
7,2020,Cambodia,0.0,0.0,0.00000
7,2020,China,0.0,0.0,0.00000
7,2020,Georgia,2.0,0.0,0.00000
7,2020,Hong Kong,20.0,0.0,0.00000
7,2020,India,19111.0,0.0,0.00000
7,2020,Indonesia,2255.0,0.0,0.00000
7,2020,Iran,5949.0,0.0,0.00000
7,2020,Iraq,2798.0,0.0,0.00000
7,2020,Israel,237.0,0.0,0.00000
7,2020,Japan,39.0,0.0,0.00000
7,2020,Jordan,2.0,0.0,0.00000
7,2020,Kazakhstan,605.0,0.0,0.00000
7,2020,Kuwait,93.0,0.0,0.00000
7,2020,Kyrgyzstan,1317.0,0.0,0.00000
7,2020,Laos,0.0,0.0,0.00000
7,2020,Lebanon,27.0,0.0,0.00000
7,2020,Macao,0.0,0.0,0.00000
7,2020,Malaysia,4.0,0.0,0.00000
7,2020,Maldives,7.0,0.0,0.00000
7,2020,Mongolia,0.0,0.0,0.00000
7,2020,Myanmar,0.0,0.0,0.00000
7,2020,Nepal,27.0,0.0,0.00000
7,2020,North Korea,0.0,0.0,0.00000
7,2020,Oman,245.0,0.0,0.00000
7,2020,Pakistan,1556.0,0.0,0.00000
7,2020,Palestine,74.0,0.0,0.00000
7,2020,Philippines,757.0,0.0,0.00000
7,2020,Qatar,61.0,0.0,0.00000
7,2020,Saudi Arabia,1217.0,0.0,0.00000
7,2020,Singapore,1.0,0.0,0.00000
7,2020,South Korea,19.0,0.0,0.00000
7,2020,Sri Lanka,0.0,0.0,0.00000
7,2020,Syria,34.0,0.0,0.00000
7,2020,Taiwan,0.0,0.0,0.00000
7,2020,Tajikistan,8.0,0.0,0.00000
7,2020,Thailand,0.0,0.0,0.00000
7,2020,Timor,0.0,0.0,0.00000
7,2020,Turkey,560.0,0.0,0.00000
7,2020,United Arab Emirates,36.0,0.0,0.00000
7,2020,Uzbekistan,115.0,0.0,0.00000
7,2020,Vietnam,3.0,0.0,0.00000
7,2020,Yemen,181.0,0.0,0.00000
7,2021,Afghanistan,1837.0,0.0,0.00000
7,2021,Armenia,100.0,0.0,0.00000
7,2021,Azerbaijan,49.0,1360123.0,0.00004
7,2021,Bahrain,32.0,183058.0,0.00017
7,2021,Bangladesh,6182.0,2734283.0,0.00226
7,2021,Bhutan,1.0,377762.0,0.00000
7,2021,Brunei,0.0,39510.0,0.00000
7,2021,Cambodia,795.0,4836661.0,0.00016
7,2021,China,13.0,408144000.0,0.00000
7,2021,Georgia,504.0,48701.0,0.01035
7,2021,Hong Kong,1.0,1933802.0,0.00000
7,2021,India,24892.0,118404290.0,0.00021
7,2021,Indonesia,35628.0,25016696.0,0.00142
7,2021,Iran,6366.0,0.0,0.00000
7,2021,Iraq,1471.0,0.0,0.00000
7,2021,Israel,45.0,414349.0,0.00011
7,2021,Japan,409.0,46301449.0,0.00001
7,2021,Jordan,282.0,830655.0,0.00034
7,2021,Kazakhstan,1318.0,3501633.0,0.00038
7,2021,Kuwait,351.0,0.0,0.00000
7,2021,Kyrgyzstan,325.0,64930.0,0.00501
7,2021,Laos,4.0,21515.0,0.00019
7,2021,Lebanon,55.0,597735.0,0.00009
7,2021,Macao,0.0,169109.0,0.00000
7,2021,Malaysia,3854.0,12820084.0,0.00030
7,2021,Maldives,11.0,63254.0,0.00017
7,2021,Mongolia,217.0,255320.0,0.00085
7,2021,Myanmar,6000.0,0.0,0.00000
7,2021,Nepal,745.0,943934.0,0.00079
7,2021,North Korea,0.0,0.0,0.00000
7,2021,Northern Cyprus,0.0,0.0,0.00000
7,2021,Oman,714.0,0.0,0.00000
7,2021,Pakistan,1101.0,7087727.0,0.00016
7,2021,Palestine,40.0,119758.0,0.00033
7,2021,Philippines,3227.0,2122717.0,0.00152
7,2021,Qatar,11.0,591817.0,0.00002
7,2021,Saudi Arabia,418.0,8986886.0,0.00005
7,2021,Singapore,1.0,2149313.0,0.00000
7,2021,South Korea,77.0,6284048.0,0.00001
7,2021,Sri Lanka,1359.0,7768953.0,0.00017
7,2021,Syria,38.0,0.0,0.00000
7,2021,Taiwan,139.0,4991772.0,0.00003
7,2021,Tajikistan,31.0,11480.0,0.00270
7,2021,Thailand,2834.0,7758276.0,0.00037
7,2021,Timor,3.0,0.0,0.00000
7,2021,Turkey,1600.0,22664525.0,0.00007
7,2021,Turkmenistan,0.0,0.0,0.00000
7,2021,United Arab Emirates,138.0,1102753.0,0.00013
7,2021,Uzbekistan,138.0,0.0,0.00000
7,2021,Vietnam,1225.0,2426886.0,0.00050
7,2021,Yemen,14.0,0.0,0.00000
7,2022,Afghanistan,25.0,0.0,0.00000
7,2022,Armenia,4.0,0.0,0.00000
7,2022,Azerbaijan,31.0,30485.0,0.00102
7,2022,Bahrain,17.0,4517.0,0.00376
7,2022,Bangladesh,142.0,1012701.0,0.00014
7,2022,Bhutan,0.0,0.0,0.00000
7,2022,Brunei,0.0,0.0,0.00000
7,2022,Cambodia,0.0,0.0,0.00000
7,2022,China,11.0,21047000.0,0.00000
7,2022,Georgia,18.0,0.0,0.00000
7,2022,Hong Kong,102.0,364390.0,0.00028
7,2022,India,1257.0,59862946.0,0.00002
7,2022,Indonesia,256.0,0.0,0.00000
7,2022,Iran,609.0,0.0,0.00000
7,2022,Iraq,74.0,0.0,0.00000
7,2022,Israel,420.0,19021.0,0.02208
7,2022,Japan,1332.0,15025147.0,0.00009
7,2022,Jordan,6.0,0.0,0.00000
7,2022,Kazakhstan,4.0,0.0,0.00000
7,2022,Kuwait,4.0,0.0,0.00000
7,2022,Kyrgyzstan,0.0,17595.0,0.00000
7,2022,Laos,0.0,0.0,0.00000
7,2022,Lebanon,67.0,0.0,0.00000
7,2022,Macao,6.0,6446.0,0.00093
7,2022,Malaysia,204.0,431945.0,0.00047
7,2022,Maldives,2.0,0.0,0.00000
7,2022,Mongolia,1.0,0.0,0.00000
7,2022,Myanmar,0.0,0.0,0.00000
7,2022,Nepal,15.0,144666.0,0.00010
7,2022,North Korea,0.0,0.0,0.00000
7,2022,Northern Cyprus,0.0,0.0,0.00000
7,2022,Oman,0.0,0.0,0.00000
7,2022,Pakistan,92.0,11729886.0,0.00001
7,2022,Palestine,18.0,0.0,0.00000
7,2022,Philippines,172.0,0.0,0.00000
7,2022,Qatar,2.0,0.0,0.00000
7,2022,Saudi Arabia,43.0,0.0,0.00000
7,2022,Singapore,87.0,61814.0,0.00141
7,2022,South Korea,513.0,1289102.0,0.00040
7,2022,Sri Lanka,35.0,0.0,0.00000
7,2022,Syria,0.0,0.0,0.00000
7,2022,Taiwan,2276.0,1302770.0,0.00175
7,2022,Tajikistan,0.0,0.0,0.00000
7,2022,Thailand,756.0,1848221.0,0.00041
7,2022,Timor,0.0,0.0,0.00000
7,2022,Turkey,309.0,2692698.0,0.00011
7,2022,Turkmenistan,0.0,0.0,0.00000
7,2022,United Arab Emirates,19.0,0.0,0.00000
7,2022,Uzbekistan,0.0,0.0,0.00000
7,2022,Vietnam,6.0,66330.0,0.00009
7,2022,Yemen,2.0,0.0,0.00000
8,2020,Afghanistan,131.0,0.0,0.00000
8,2020,Armenia,141.0,0.0,0.00000
8,2020,Azerbaijan,86.0,0.0,0.00000
8,2020,Bahrain,43.0,0.0,0.00000
8,2020,Bangladesh,1170.0,0.0,0.00000
8,2020,Bhutan,0.0,0.0,0.00000
8,2020,Brunei,0.0,0.0,0.00000
8,2020,Cambodia,0.0,0.0,0.00000
8,2020,China,1.0,0.0,0.00000
8,2020,Georgia,2.0,0.0,0.00000
8,2020,Hong Kong,62.0,0.0,0.00000
8,2020,India,28777.0,0.0,0.00000
8,2020,Indonesia,2286.0,0.0,0.00000
8,2020,Iran,4805.0,0.0,0.00000
8,2020,Iraq,2301.0,0.0,0.00000
8,2020,Israel,389.0,0.0,0.00000
8,2020,Japan,287.0,0.0,0.00000
8,2020,Jordan,4.0,0.0,0.00000
8,2020,Kazakhstan,1085.0,0.0,0.00000
8,2020,Kuwait,84.0,0.0,0.00000
8,2020,Kyrgyzstan,123.0,0.0,0.00000
8,2020,Laos,0.0,0.0,0.00000
8,2020,Lebanon,106.0,0.0,0.00000
8,2020,Macao,0.0,0.0,0.00000
8,2020,Malaysia,2.0,0.0,0.00000
8,2020,Maldives,12.0,0.0,0.00000
8,2020,Mongolia,0.0,0.0,0.00000
8,2020,Myanmar,0.0,0.0,0.00000
8,2020,Nepal,172.0,0.0,0.00000
8,2020,North Korea,0.0,0.0,0.00000
8,2020,Oman,264.0,0.0,0.00000
8,2020,Pakistan,343.0,0.0,0.00000
8,2020,Palestine,70.0,0.0,0.00000
8,2020,Philippines,1535.0,0.0,0.00000
8,2020,Qatar,23.0,0.0,0.00000
8,2020,Saudi Arabia,1031.0,0.0,0.00000
8,2020,Singapore,0.0,0.0,0.00000
8,2020,South Korea,23.0,0.0,0.00000
8,2020,Sri Lanka,1.0,0.0,0.00000
8,2020,Syria,69.0,0.0,0.00000
8,2020,Taiwan,0.0,0.0,0.00000
8,2020,Tajikistan,8.0,0.0,0.00000
8,2020,Thailand,0.0,0.0,0.00000
8,2020,Timor,0.0,0.0,0.00000
8,2020,Turkey,679.0,0.0,0.00000
8,2020,United Arab Emirates,33.0,0.0,0.00000
8,2020,Uzbekistan,179.0,0.0,0.00000
8,2020,Vietnam,32.0,0.0,0.00000
8,2020,Yemen,73.0,0.0,0.00000
8,2021,Afghanistan,410.0,0.0,0.00000
8,2021,Armenia,230.0,0.0,0.00000
8,2021,Azerbaijan,613.0,1519612.0,0.00040
8,2021,Bahrain,4.0,183755.0,0.00002
8,2021,Bangladesh,5510.0,11087192.0,0.00050
8,2021,Bhutan,1.0,2140.0,0.00047
8,2021,Brunei,6.0,15237.0,0.00039
8,2021,Cambodia,506.0,6997606.0,0.00007
8,2021,China,9.0,414770000.0,0.00000
8,2021,Georgia,1588.0,449889.0,0.00353
8,2021,Hong Kong,0.0,1925335.0,0.00000
8,2021,India,14669.0,140320023.0,0.00010
8,2021,Indonesia,38904.0,31205162.0,0.00125
8,2021,Iran,17164.0,881127.0,0.01948
8,2021,Iraq,2173.0,0.0,0.00000
8,2021,Israel,570.0,2581675.0,0.00022
8,2021,Japan,874.0,36996393.0,0.00002
8,2021,Jordan,379.0,793700.0,0.00048
8,2021,Kazakhstan,3859.0,2893921.0,0.00133
8,2021,Kuwait,99.0,0.0,0.00000
8,2021,Kyrgyzstan,203.0,528727.0,0.00038
8,2021,Laos,7.0,1059878.0,0.00001
8,2021,Lebanon,147.0,478437.0,0.00031
8,2021,Macao,0.0,26039.0,0.00000
8,2021,Malaysia,7640.0,14444737.0,0.00053
8,2021,Maldives,5.0,91878.0,0.00005
8,2021,Mongolia,123.0,148496.0,0.00083
8,2021,Myanmar,6055.0,0.0,0.00000
8,2021,Nepal,893.0,2991592.0,0.00030
8,2021,North Korea,0.0,0.0,0.00000
8,2021,Northern Cyprus,0.0,0.0,0.00000
8,2021,Oman,250.0,0.0,0.00000
8,2021,Pakistan,2467.0,10088906.0,0.00024
8,2021,Palestine,77.0,384816.0,0.00020
8,2021,Philippines,5559.0,2430632.0,0.00229
8,2021,Qatar,1.0,604328.0,0.00000
8,2021,Saudi Arabia,275.0,10265432.0,0.00003
8,2021,Singapore,18.0,1222886.0,0.00001
8,2021,South Korea,194.0,18430490.0,0.00001
8,2021,Sri Lanka,4749.0,5597361.0,0.00085
8,2021,Syria,99.0,0.0,0.00000
8,2021,Taiwan,48.0,2470409.0,0.00002
8,2021,Tajikistan,3.0,0.0,0.00000
8,2021,Thailand,6732.0,13686109.0,0.00049
8,2021,Timor,41.0,0.0,0.00000
8,2021,Turkey,5378.0,20894887.0,0.00026
8,2021,Turkmenistan,0.0,0.0,0.00000
8,2021,United Arab Emirates,92.0,1141811.0,0.00008
8,2021,Uzbekistan,208.0,2599828.0,0.00008
8,2021,Vietnam,9758.0,14006515.0,0.00070
8,2021,Yemen,97.0,0.0,0.00000
8,2022,Afghanistan,29.0,0.0,0.00000
8,2022,Armenia,22.0,0.0,0.00000
8,2022,Azerbaijan,57.0,16175.0,0.00352
8,2022,Bahrain,6.0,6259.0,0.00096
8,2022,Bangladesh,32.0,0.0,0.00000
8,2022,Bhutan,0.0,0.0,0.00000
8,2022,Brunei,0.0,0.0,0.00000
8,2022,Cambodia,0.0,0.0,0.00000
8,2022,China,7.0,9109000.0,0.00000
8,2022,Georgia,30.0,0.0,0.00000
8,2022,Hong Kong,187.0,582058.0,0.00032
8,2022,India,1515.0,75028447.0,0.00002
8,2022,Indonesia,573.0,0.0,0.00000
8,2022,Iran,1869.0,0.0,0.00000
8,2022,Iraq,31.0,0.0,0.00000
8,2022,Israel,244.0,9553.0,0.02554
8,2022,Japan,7329.0,17352566.0,0.00042
8,2022,Jordan,36.0,0.0,0.00000
8,2022,Kazakhstan,19.0,0.0,0.00000
8,2022,Kuwait,4.0,0.0,0.00000
8,2022,Kyrgyzstan,0.0,33722.0,0.00000
8,2022,Laos,0.0,0.0,0.00000
8,2022,Lebanon,95.0,0.0,0.00000
8,2022,Macao,0.0,31900.0,0.00000
8,2022,Malaysia,269.0,195392.0,0.00138
8,2022,Maldives,1.0,0.0,0.00000
8,2022,Mongolia,9.0,0.0,0.00000
8,2022,Myanmar,4.0,0.0,0.00000
8,2022,Nepal,34.0,0.0,0.00000
8,2022,North Korea,0.0,0.0,0.00000
8,2022,Northern Cyprus,0.0,0.0,0.00000
8,2022,Oman,0.0,0.0,0.00000
8,2022,Pakistan,94.0,3584250.0,0.00003
8,2022,Palestine,26.0,0.0,0.00000
8,2022,Philippines,1087.0,0.0,0.00000
8,2022,Qatar,0.0,0.0,0.00000
8,2022,Saudi Arabia,44.0,0.0,0.00000
8,2022,Singapore,92.0,51121.0,0.00180
8,2022,South Korea,1808.0,1702003.0,0.00106
8,2022,Sri Lanka,142.0,0.0,0.00000
8,2022,Syria,13.0,30134.0,0.00043
8,2022,Taiwan,987.0,903063.0,0.00109
8,2022,Tajikistan,0.0,0.0,0.00000
8,2022,Thailand,924.0,1193480.0,0.00077
8,2022,Timor,5.0,0.0,0.00000
8,2022,Turkey,1059.0,1480438.0,0.00072
